technology,genotype,tissue,sex,timepoint,rep,sample,depth1,depth2,sublibrary,sublibrary_sample,run_number,rna_experiment_accession,rna_library_accession,rna_file_accession,lower_nCount_RNA,upper_nCount_RNA,lower_nFeature_RNA,upper_doublet_scores,upper_percent.mt
Parse,Bl6/Cast,Gastrocnemius,Male,PND_04,1,G_4_M_1,standard,12k,12D,12D_G_4_M_1,1005,ENCSR930FUM,ENCLB481EFQ,ENCFF026CRZ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_04,1,G_4_M_1,standard,12k,12F,12F_G_4_M_1,1005,ENCSR930FUM,ENCLB048ZIP,ENCFF333RAN,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_04,1,G_4_M_1,standard,15k,15A,15A_G_4_M_1,1005,ENCSR328JOY,ENCLB712VBQ,ENCFF729ZJW,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_04,1,G_4_M_1,standard,15k,15B,15B_G_4_M_1,1005,ENCSR328JOY,ENCLB692SJM,ENCFF166MHM,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_04,2,G_4_M_2,standard,12k,12A,12A_G_4_M_2,1005,ENCSR930FUM,ENCLB572PNU,ENCFF868LHD,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_04,2,G_4_M_2,standard,12k,12B,12B_G_4_M_2,1005,ENCSR930FUM,ENCLB783MXI,ENCFF404UDV,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_04,2,G_4_M_2,standard,12k,12C,12C_G_4_M_2,1005,ENCSR930FUM,ENCLB464BTH,ENCFF297QXX,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_04,2,G_4_M_2,standard,12k,12D,12D_G_4_M_2,1005,ENCSR930FUM,ENCLB880BOE,ENCFF236RVM,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_04,2,G_4_M_2,standard,12k,12F,12F_G_4_M_2,1005,ENCSR930FUM,ENCLB341UBF,ENCFF309PHJ,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_04,2,G_4_M_2,standard,15k,15A,15A_G_4_M_2,1005,ENCSR328JOY,ENCLB582IOU,ENCFF654IYR,500,30000,300,0.25,5
Parse,Bl6/Cast,Gastrocnemius,Male,PND_04,2,G_4_M_2,standard,15k,15B,15B_G_4_M_2,1005,ENCSR328JOY,ENCLB076UPJ,ENCFF665QIA,500,30000,300,0.25,5
Parse,Bl6/Cast,Heart,Female,PND_10,1,H_10_F_1,standard,12k,12A,12A_H_10_F_1,1005,ENCSR442NQZ,ENCLB505OVY,ENCFF621YMB,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_10,1,H_10_F_1,standard,12k,12B,12B_H_10_F_1,1005,ENCSR442NQZ,ENCLB131LWS,ENCFF836DTQ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_10,1,H_10_F_1,standard,12k,12C,12C_H_10_F_1,1005,ENCSR442NQZ,ENCLB767SHT,ENCFF785TFW,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_10,1,H_10_F_1,standard,12k,12D,12D_H_10_F_1,1005,ENCSR442NQZ,ENCLB801FXE,ENCFF148HWZ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_10,2,H_10_F_2,standard,12k,12A,12A_H_10_F_2,1005,ENCSR442NQZ,ENCLB339NFS,ENCFF234MDI,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_10,2,H_10_F_2,standard,12k,12B,12B_H_10_F_2,1005,ENCSR442NQZ,ENCLB008ELR,ENCFF504BIJ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_10,2,H_10_F_2,standard,12k,12C,12C_H_10_F_2,1005,ENCSR442NQZ,ENCLB694VAA,ENCFF400DSV,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_10,2,H_10_F_2,standard,12k,12D,12D_H_10_F_2,1005,ENCSR442NQZ,ENCLB966BHG,ENCFF119GKY,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_10,1,H_10_M_1,standard,12k,12A,12A_H_10_M_1,1005,ENCSR440PMT,ENCLB107AWY,ENCFF090CSC,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_10,1,H_10_M_1,standard,12k,12B,12B_H_10_M_1,1005,ENCSR440PMT,ENCLB773OGU,ENCFF974KRB,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_10,1,H_10_M_1,standard,12k,12C,12C_H_10_M_1,1005,ENCSR440PMT,ENCLB055MKE,ENCFF474ZRU,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_10,1,H_10_M_1,standard,12k,12D,12D_H_10_M_1,1005,ENCSR440PMT,ENCLB774KJJ,ENCFF344JEX,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_10,2,H_10_M_2,standard,12k,12A,12A_H_10_M_2,1005,ENCSR440PMT,ENCLB403AJA,ENCFF345QZT,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_10,2,H_10_M_2,standard,12k,12B,12B_H_10_M_2,1005,ENCSR440PMT,ENCLB595QCS,ENCFF460SUB,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_10,2,H_10_M_2,standard,12k,12C,12C_H_10_M_2,1005,ENCSR440PMT,ENCLB218BWX,ENCFF563VSZ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_10,2,H_10_M_2,standard,12k,12D,12D_H_10_M_2,1005,ENCSR440PMT,ENCLB097XZS,ENCFF691LLM,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_14,1,H_14_F_1,standard,12k,12A,12A_H_14_F_1,1005,ENCSR938YKJ,ENCLB329OPQ,ENCFF415ARH,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_14,1,H_14_F_1,standard,12k,12B,12B_H_14_F_1,1005,ENCSR938YKJ,ENCLB381XIC,ENCFF705ZOM,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_14,1,H_14_F_1,standard,12k,12C,12C_H_14_F_1,1005,ENCSR938YKJ,ENCLB633MFB,ENCFF990DAK,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_14,1,H_14_F_1,standard,12k,12D,12D_H_14_F_1,1005,ENCSR938YKJ,ENCLB423MTY,ENCFF929BFZ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_14,2,H_14_F_2,standard,12k,12A,12A_H_14_F_2,1005,ENCSR938YKJ,ENCLB030PDX,ENCFF703VAS,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_14,2,H_14_F_2,standard,12k,12B,12B_H_14_F_2,1005,ENCSR938YKJ,ENCLB608FDH,ENCFF393EGC,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_14,2,H_14_F_2,standard,12k,12C,12C_H_14_F_2,1005,ENCSR938YKJ,ENCLB243EIX,ENCFF571XYF,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_14,2,H_14_F_2,standard,12k,12D,12D_H_14_F_2,1005,ENCSR938YKJ,ENCLB673YCU,ENCFF779LJS,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_14,1,H_14_M_1,standard,12k,12A,12A_H_14_M_1,1005,ENCSR041KFB,ENCLB618NFA,ENCFF965HBM,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_14,1,H_14_M_1,standard,12k,12B,12B_H_14_M_1,1005,ENCSR041KFB,ENCLB355JWJ,ENCFF017SQT,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_14,1,H_14_M_1,standard,12k,12C,12C_H_14_M_1,1005,ENCSR041KFB,ENCLB391LRK,ENCFF949FRB,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_14,1,H_14_M_1,standard,12k,12D,12D_H_14_M_1,1005,ENCSR041KFB,ENCLB017OAQ,ENCFF687STG,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_14,2,H_14_M_2,standard,12k,12A,12A_H_14_M_2,1005,ENCSR041KFB,ENCLB838WQF,ENCFF117VFX,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_14,2,H_14_M_2,standard,12k,12B,12B_H_14_M_2,1005,ENCSR041KFB,ENCLB758KEY,ENCFF396QXC,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_14,2,H_14_M_2,standard,12k,12C,12C_H_14_M_2,1005,ENCSR041KFB,ENCLB643OAR,ENCFF199QDE,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_14,2,H_14_M_2,standard,12k,12D,12D_H_14_M_2,1005,ENCSR041KFB,ENCLB552FVN,ENCFF515MNJ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_18,1,H_18m_F_1,standard,12k,12A,12A_H_18m_F_1,1005,ENCSR305SPL,ENCLB549BLV,ENCFF685MCO,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_18,1,H_18m_F_1,standard,12k,12B,12B_H_18m_F_1,1005,ENCSR305SPL,ENCLB964GMV,ENCFF034ATY,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_18,1,H_18m_F_1,standard,12k,12C,12C_H_18m_F_1,1005,ENCSR305SPL,ENCLB665XGK,ENCFF773MBI,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_18,1,H_18m_F_1,standard,12k,12D,12D_H_18m_F_1,1005,ENCSR305SPL,ENCLB798ZFO,ENCFF388LTM,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_18,2,H_18m_F_2,standard,12k,12A,12A_H_18m_F_2,1005,ENCSR305SPL,ENCLB296EQF,ENCFF312QCB,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_18,2,H_18m_F_2,standard,12k,12B,12B_H_18m_F_2,1005,ENCSR305SPL,ENCLB749WGO,ENCFF415LOY,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_18,2,H_18m_F_2,standard,12k,12C,12C_H_18m_F_2,1005,ENCSR305SPL,ENCLB537OKW,ENCFF638KBZ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_18,2,H_18m_F_2,standard,12k,12D,12D_H_18m_F_2,1005,ENCSR305SPL,ENCLB757RSY,ENCFF590AKW,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_18,1,H_18m_M_1,standard,12k,12A,12A_H_18m_M_1,1005,ENCSR147TEP,ENCLB385MCZ,ENCFF466DUY,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_18,1,H_18m_M_1,standard,12k,12B,12B_H_18m_M_1,1005,ENCSR147TEP,ENCLB750PAB,ENCFF513FJH,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_18,1,H_18m_M_1,standard,12k,12C,12C_H_18m_M_1,1005,ENCSR147TEP,ENCLB073QRO,ENCFF403GPF,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_18,1,H_18m_M_1,standard,12k,12D,12D_H_18m_M_1,1005,ENCSR147TEP,ENCLB241AKT,ENCFF032INK,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_18,2,H_18m_M_2,standard,12k,12A,12A_H_18m_M_2,1005,ENCSR147TEP,ENCLB251CUK,ENCFF082ZYT,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_18,2,H_18m_M_2,standard,12k,12B,12B_H_18m_M_2,1005,ENCSR147TEP,ENCLB344JOU,ENCFF324YKE,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_18,2,H_18m_M_2,standard,12k,12C,12C_H_18m_M_2,1005,ENCSR147TEP,ENCLB850WUF,ENCFF012FFL,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_18,2,H_18m_M_2,standard,12k,12D,12D_H_18m_M_2,1005,ENCSR147TEP,ENCLB766VDZ,ENCFF739BYK,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_25,1,H_25_F_1,standard,12k,12A,12A_H_25_F_1,1005,ENCSR906KCJ,ENCLB491APM,ENCFF904JCF,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_25,1,H_25_F_1,standard,12k,12B,12B_H_25_F_1,1005,ENCSR906KCJ,ENCLB736MWB,ENCFF054LEW,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_25,1,H_25_F_1,standard,12k,12C,12C_H_25_F_1,1005,ENCSR906KCJ,ENCLB031EQW,ENCFF336QMH,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_25,1,H_25_F_1,standard,12k,12D,12D_H_25_F_1,1005,ENCSR906KCJ,ENCLB747HPG,ENCFF855BYJ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_25,2,H_25_F_2,standard,12k,12A,12A_H_25_F_2,1005,ENCSR906KCJ,ENCLB158VID,ENCFF708XRD,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_25,2,H_25_F_2,standard,12k,12B,12B_H_25_F_2,1005,ENCSR906KCJ,ENCLB411AJA,ENCFF159HTT,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_25,2,H_25_F_2,standard,12k,12C,12C_H_25_F_2,1005,ENCSR906KCJ,ENCLB043SOF,ENCFF096DAX,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_25,2,H_25_F_2,standard,12k,12D,12D_H_25_F_2,1005,ENCSR906KCJ,ENCLB929WFY,ENCFF148QSB,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_25,1,H_25_M_1,standard,12k,12A,12A_H_25_M_1,1005,ENCSR764CYB,ENCLB602ENZ,ENCFF440MFU,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_25,1,H_25_M_1,standard,12k,12B,12B_H_25_M_1,1005,ENCSR764CYB,ENCLB759IBF,ENCFF901OIN,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_25,1,H_25_M_1,standard,12k,12C,12C_H_25_M_1,1005,ENCSR764CYB,ENCLB779ZKC,ENCFF596XBX,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_25,1,H_25_M_1,standard,12k,12D,12D_H_25_M_1,1005,ENCSR764CYB,ENCLB215MXD,ENCFF925AQI,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_25,2,H_25_M_2,standard,12k,12A,12A_H_25_M_2,1005,ENCSR764CYB,ENCLB403ETG,ENCFF283FQN,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_25,2,H_25_M_2,standard,12k,12B,12B_H_25_M_2,1005,ENCSR764CYB,ENCLB977SJD,ENCFF329PSL,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_25,2,H_25_M_2,standard,12k,12C,12C_H_25_M_2,1005,ENCSR764CYB,ENCLB069FRO,ENCFF987QTG,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_25,2,H_25_M_2,standard,12k,12D,12D_H_25_M_2,1005,ENCSR764CYB,ENCLB816WBA,ENCFF137KPX,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_02,1,H_2m_F_1,standard,12k,12A,12A_H_2m_F_1,1005,ENCSR303EIR,ENCLB064LMT,ENCFF267PHJ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_02,1,H_2m_F_1,standard,12k,12B,12B_H_2m_F_1,1005,ENCSR303EIR,ENCLB264YZS,ENCFF221ZPJ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_02,1,H_2m_F_1,standard,12k,12C,12C_H_2m_F_1,1005,ENCSR303EIR,ENCLB289RMA,ENCFF668ZMI,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_02,1,H_2m_F_1,standard,12k,12D,12D_H_2m_F_1,1005,ENCSR303EIR,ENCLB634MAL,ENCFF914ZUG,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_02,2,H_2m_F_2,standard,12k,12A,12A_H_2m_F_2,1005,ENCSR303EIR,ENCLB924BWM,ENCFF765AXX,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_02,2,H_2m_F_2,standard,12k,12B,12B_H_2m_F_2,1005,ENCSR303EIR,ENCLB361PIC,ENCFF677PPB,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_02,2,H_2m_F_2,standard,12k,12C,12C_H_2m_F_2,1005,ENCSR303EIR,ENCLB173WNR,ENCFF972IRL,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PNM_02,2,H_2m_F_2,standard,12k,12D,12D_H_2m_F_2,1005,ENCSR303EIR,ENCLB332AQU,ENCFF429PJU,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_02,1,H_2m_M_1,standard,12k,12A,12A_H_2m_M_1,1005,ENCSR617CNE,ENCLB560RHI,ENCFF712WWO,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_02,1,H_2m_M_1,standard,12k,12B,12B_H_2m_M_1,1005,ENCSR617CNE,ENCLB106FZX,ENCFF618EWQ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_02,1,H_2m_M_1,standard,12k,12C,12C_H_2m_M_1,1005,ENCSR617CNE,ENCLB759DIN,ENCFF189ZBB,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_02,1,H_2m_M_1,standard,12k,12D,12D_H_2m_M_1,1005,ENCSR617CNE,ENCLB694RNA,ENCFF933TTF,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_02,2,H_2m_M_2,standard,12k,12A,12A_H_2m_M_2,1005,ENCSR617CNE,ENCLB060MXC,ENCFF647ZEJ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_02,2,H_2m_M_2,standard,12k,12B,12B_H_2m_M_2,1005,ENCSR617CNE,ENCLB943NUY,ENCFF201AYA,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_02,2,H_2m_M_2,standard,12k,12C,12C_H_2m_M_2,1005,ENCSR617CNE,ENCLB059FSA,ENCFF147ZPA,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PNM_02,2,H_2m_M_2,standard,12k,12D,12D_H_2m_M_2,1005,ENCSR617CNE,ENCLB205TMG,ENCFF282BWB,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_36,1,H_36_F_1,standard,12k,12A,12A_H_36_F_1,1005,ENCSR594LDC,ENCLB959LCD,ENCFF757YMU,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_36,1,H_36_F_1,standard,12k,12B,12B_H_36_F_1,1005,ENCSR594LDC,ENCLB183WWB,ENCFF135HRD,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_36,1,H_36_F_1,standard,12k,12C,12C_H_36_F_1,1005,ENCSR594LDC,ENCLB791UYS,ENCFF636AAQ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_36,1,H_36_F_1,standard,12k,12D,12D_H_36_F_1,1005,ENCSR594LDC,ENCLB099NCH,ENCFF793ADM,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_36,2,H_36_F_2,standard,12k,12A,12A_H_36_F_2,1005,ENCSR594LDC,ENCLB497RWO,ENCFF401BVB,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_36,2,H_36_F_2,standard,12k,12B,12B_H_36_F_2,1005,ENCSR594LDC,ENCLB736HVQ,ENCFF064UFN,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_36,2,H_36_F_2,standard,12k,12C,12C_H_36_F_2,1005,ENCSR594LDC,ENCLB314DKP,ENCFF758AKO,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_36,2,H_36_F_2,standard,12k,12D,12D_H_36_F_2,1005,ENCSR594LDC,ENCLB070ZKE,ENCFF466TKG,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_36,1,H_36_M_1,standard,12k,12A,12A_H_36_M_1,1005,ENCSR860LQG,ENCLB296YAB,ENCFF884BEK,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_36,1,H_36_M_1,standard,12k,12B,12B_H_36_M_1,1005,ENCSR860LQG,ENCLB967SPX,ENCFF083KDL,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_36,1,H_36_M_1,standard,12k,12C,12C_H_36_M_1,1005,ENCSR860LQG,ENCLB439PTN,ENCFF807BHQ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_36,1,H_36_M_1,standard,12k,12D,12D_H_36_M_1,1005,ENCSR860LQG,ENCLB705MMZ,ENCFF922GWV,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_36,2,H_36_M_2,standard,12k,12A,12A_H_36_M_2,1005,ENCSR860LQG,ENCLB717IBA,ENCFF541BPP,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_36,2,H_36_M_2,standard,12k,12B,12B_H_36_M_2,1005,ENCSR860LQG,ENCLB727KGQ,ENCFF209EPO,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_36,2,H_36_M_2,standard,12k,12C,12C_H_36_M_2,1005,ENCSR860LQG,ENCLB672AEM,ENCFF280DUR,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_36,2,H_36_M_2,standard,12k,12D,12D_H_36_M_2,1005,ENCSR860LQG,ENCLB933POW,ENCFF090VSJ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_04,1,H_4_F_1,standard,12k,12A,12A_H_4_F_1,1005,ENCSR729BRE,ENCLB031DVE,ENCFF673QMW,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_04,1,H_4_F_1,standard,12k,12B,12B_H_4_F_1,1005,ENCSR729BRE,ENCLB200DJZ,ENCFF286CSQ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_04,1,H_4_F_1,standard,12k,12C,12C_H_4_F_1,1005,ENCSR729BRE,ENCLB040VGB,ENCFF868ZZZ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_04,1,H_4_F_1,standard,12k,12D,12D_H_4_F_1,1005,ENCSR729BRE,ENCLB836KCI,ENCFF528LMU,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_04,2,H_4_F_2,standard,12k,12A,12A_H_4_F_2,1005,ENCSR729BRE,ENCLB783LCA,ENCFF583VWQ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_04,2,H_4_F_2,standard,12k,12B,12B_H_4_F_2,1005,ENCSR729BRE,ENCLB905JXV,ENCFF753ZAN,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_04,2,H_4_F_2,standard,12k,12C,12C_H_4_F_2,1005,ENCSR729BRE,ENCLB153KBN,ENCFF771OCQ,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Female,PND_04,2,H_4_F_2,standard,12k,12D,12D_H_4_F_2,1005,ENCSR729BRE,ENCLB271MZF,ENCFF351ONC,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_04,1,H_4_M_1,standard,12k,12A,12A_H_4_M_1,1005,ENCSR266RTS,ENCLB469HGI,ENCFF045VVB,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_04,1,H_4_M_1,standard,12k,12B,12B_H_4_M_1,1005,ENCSR266RTS,ENCLB727FEJ,ENCFF703PSW,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_04,1,H_4_M_1,standard,12k,12C,12C_H_4_M_1,1005,ENCSR266RTS,ENCLB279AAX,ENCFF410AOL,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_04,1,H_4_M_1,standard,12k,12D,12D_H_4_M_1,1005,ENCSR266RTS,ENCLB874NGA,ENCFF617IRU,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_04,2,H_4_M_2,standard,12k,12A,12A_H_4_M_2,1005,ENCSR266RTS,ENCLB097ZGJ,ENCFF345MCP,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_04,2,H_4_M_2,standard,12k,12B,12B_H_4_M_2,1005,ENCSR266RTS,ENCLB928QUX,ENCFF445SZI,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_04,2,H_4_M_2,standard,12k,12C,12C_H_4_M_2,1005,ENCSR266RTS,ENCLB797NXF,ENCFF639TAI,500,30000,500,0.25,1
Parse,Bl6/Cast,Heart,Male,PND_04,2,H_4_M_2,standard,12k,12D,12D_H_4_M_2,1005,ENCSR266RTS,ENCLB731YVH,ENCFF902ZIJ,500,30000,500,0.25,1
Parse,Bl6/Cast,Hippocampus,Female,PND_10,1,HC_10_F_1,standard,12k,12A,12A_HC_10_F_1,1005,ENCSR079GGS,ENCLB139USQ,ENCFF047HBV,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_10,1,HC_10_F_1,standard,12k,12B,12B_HC_10_F_1,1005,ENCSR079GGS,ENCLB291WCU,ENCFF735WTT,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_10,1,HC_10_F_1,standard,12k,12C,12C_HC_10_F_1,1005,ENCSR079GGS,ENCLB634APU,ENCFF549XNN,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_10,1,HC_10_F_1,standard,12k,12D,12D_HC_10_F_1,1005,ENCSR079GGS,ENCLB713GNH,ENCFF025MOY,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_10,1,HC_10_F_1,standard,12k,12E,12E_HC_10_F_1,1005,ENCSR079GGS,ENCLB914OPW,ENCFF213FHT,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_10,2,HC_10_F_2,standard,12k,12A,12A_HC_10_F_2,1005,ENCSR079GGS,ENCLB876BRR,ENCFF657TLH,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_10,2,HC_10_F_2,standard,12k,12B,12B_HC_10_F_2,1005,ENCSR079GGS,ENCLB246BML,ENCFF895RZW,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_10,2,HC_10_F_2,standard,12k,12C,12C_HC_10_F_2,1005,ENCSR079GGS,ENCLB662KSW,ENCFF588WNH,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_10,2,HC_10_F_2,standard,12k,12D,12D_HC_10_F_2,1005,ENCSR079GGS,ENCLB609EYL,ENCFF684SIU,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Female,PND_10,2,HC_10_F_2,standard,12k,12E,12E_HC_10_F_2,1005,ENCSR079GGS,ENCLB408LWA,ENCFF131LRG,500,30000,500,0.2,0.5
Parse,Bl6/Cast,Hippocampus,Male,PND_10,1,HC_10_M_1,standard,12k,12A,12A_HC_10_M_1,1005,ENCSR846QIZ,ENCLB076EYY,ENCFF429YZR,500,30000,500,0.2,0.5
