"","gene_id","gene_name","gene_type"
"61356","ENSMUSG00000039329.8","Tex19.1","protein_coding"
"61357","ENSMUSG00000039321.1","Uts2r","protein_coding"
"61358","ENSMUSG00000081835.1","Gm11790","processed_pseudogene"
"61359","ENSMUSG00000025169.6","Ogfod3","protein_coding"
"61360","ENSMUSG00000039307.16","Hexdc","protein_coding"
"61361","ENSMUSG00000039294.14","Cybc1","protein_coding"
"61362","ENSMUSG00000000056.7","Narf","protein_coding"
"61363","ENSMUSG00000039275.9","Foxk2","protein_coding"
"61364","ENSMUSG00000025173.13","Wdr45b","protein_coding"
"61365","ENSMUSG00000025170.13","Rab40b","protein_coding"
"61366","ENSMUSG00000098981.1","Mir7236","miRNA"
"61367","ENSMUSG00000083155.1","Gm11866","processed_pseudogene"
"61368","ENSMUSG00000039253.7","Fn3krp","protein_coding"
"61369","ENSMUSG00000025175.12","Fn3k","protein_coding"
"61370","ENSMUSG00000039230.14","Tbcd","protein_coding"
"61371","ENSMUSG00000039238.6","Zfp750","protein_coding"
"61372","ENSMUSG00000046605.14","B3gntl1","protein_coding"
"61373","ENSMUSG00000039208.15","Metrnl","protein_coding"
"61374","ENSMUSG00000085126.1","Gm12589","lincRNA"
"61375","ENSMUSG00000099690.1","Gm29513","lincRNA"
"61376","ENSMUSG00000085970.1","Gm15643","antisense"
"61377","ENSMUSG00000039198.8","Ptchd3","protein_coding"
"61378","ENSMUSG00000084401.1","Gm12586","unprocessed_pseudogene"
"61379","ENSMUSG00000086684.1","Gm12590","lincRNA"
"61380","ENSMUSG00000082947.1","Gm12587","processed_pseudogene"
"61381","ENSMUSG00000082831.1","Gm12591","unprocessed_pseudogene"
"61382","ENSMUSG00000090699.1","Gm9071","unprocessed_pseudogene"
"61383","ENSMUSG00000112147.1","Gm18244","processed_pseudogene"
"61384","ENSMUSG00000112541.1","Gm9072","processed_pseudogene"
"61385","ENSMUSG00000112240.1","Gm48310","processed_pseudogene"
"61386","ENSMUSG00000092168.1","Gm9075","unprocessed_pseudogene"
"61387","ENSMUSG00000110250.1","Gm9077","unprocessed_pseudogene"
"61388","ENSMUSG00000112279.1","Gm18774","unprocessed_pseudogene"
"61389","ENSMUSG00000112719.1","Gm45925","transcribed_processed_pseudogene"
"61390","ENSMUSG00000079179.9","Rab10os","antisense"
"61391","ENSMUSG00000020671.9","Rab10","protein_coding"
"61392","ENSMUSG00000097429.1","Gm26520","lincRNA"
"61393","ENSMUSG00000020668.10","Kif3c","protein_coding"
"61394","ENSMUSG00000112308.1","Gm48512","antisense"
"61396","ENSMUSG00000071456.6","1110002L01Rik","antisense"
"61397","ENSMUSG00000037486.18","Asxl2","protein_coding"
"61398","ENSMUSG00000112105.1","Rps7-ps2","processed_pseudogene"
"61399","ENSMUSG00000071454.13","Dtnb","protein_coding"
"61400","ENSMUSG00000077830.1","Gm26050","miRNA"
"61401","ENSMUSG00000092286.1","Dtnbos","antisense"
"61402","ENSMUSG00000020661.15","Dnmt3a","protein_coding"
"61403","ENSMUSG00000073242.4","Dnmt3aos","antisense"
"61404","ENSMUSG00000112271.1","Gm9088","processed_pseudogene"
"61405","ENSMUSG00000020660.6","Pomc","protein_coding"
"61406","ENSMUSG00000020658.10","Efr3b","protein_coding"
"61407","ENSMUSG00000112517.1","Gm48001","antisense"
"61408","ENSMUSG00000112817.1","Gm48122","processed_pseudogene"
"61409","ENSMUSG00000020657.16","Dnajc27","protein_coding"
"61410","ENSMUSG00000020654.15","Adcy3","protein_coding"
"61411","ENSMUSG00000020652.17","Cenpo","protein_coding"
"61413","ENSMUSG00000112297.1","Gm17816","processed_pseudogene"
"61414","ENSMUSG00000096199.2","Ptrhd1","protein_coding"
"61415","ENSMUSG00000112829.1","Gm29696","processed_pseudogene"
"61416","ENSMUSG00000111916.1","4921501I09Rik","antisense"
"61417","ENSMUSG00000020647.10","Ncoa1","protein_coding"
"61420","ENSMUSG00000111938.1","2900045O20Rik","lincRNA"
"61421","ENSMUSG00000112422.1","Gm31938","lincRNA"
"61422","ENSMUSG00000112819.1","Gm46332","lincRNA"
"61423","ENSMUSG00000112505.1","Gm48610","lincRNA"
"61424","ENSMUSG00000020640.10","Itsn2","protein_coding"
"61425","ENSMUSG00000091619.1","Gm3625","protein_coding"
"61426","ENSMUSG00000111971.1","Gm48678","antisense"
"61427","ENSMUSG00000091732.1","Gm17541","processed_pseudogene"
"61428","ENSMUSG00000079177.4","Fam228a","protein_coding"
"61429","ENSMUSG00000050545.10","Fam228b","protein_coding"
"61432","ENSMUSG00000020639.14","Pfn4","protein_coding"
"61433","ENSMUSG00000091269.2","Gm6682","processed_pseudogene"
"61434","ENSMUSG00000037361.8","Sf3b6","protein_coding"
"61435","ENSMUSG00000020635.8","Fkbp1b","protein_coding"
"61436","ENSMUSG00000051721.6","Wdcp","protein_coding"
"61437","ENSMUSG00000037336.14","Mfsd2b","protein_coding"
"61438","ENSMUSG00000020634.12","Ubxn2a","protein_coding"
"61439","ENSMUSG00000052812.5","Atad2b","protein_coding"
"61441","ENSMUSG00000112723.1","Gm9110","processed_pseudogene"
"61442","ENSMUSG00000020627.10","Klhl29","protein_coding"
"61444","ENSMUSG00000037735.7","2810032G03Rik","lincRNA"
"61445","ENSMUSG00000097977.1","Gm5652","processed_pseudogene"
"61446","ENSMUSG00000112559.1","Gm48599","processed_pseudogene"
"61447","ENSMUSG00000112404.1","Gm32442","lincRNA"
"61449","ENSMUSG00000111898.1","Gm48608","processed_pseudogene"
"61450","ENSMUSG00000112591.1","Gm4927","processed_pseudogene"
"61451","ENSMUSG00000111967.1","Gm3678","processed_pseudogene"
"61452","ENSMUSG00000112454.1","Gm48619","lincRNA"
"61453","ENSMUSG00000111975.1","Gm46311","processed_pseudogene"
"61454","ENSMUSG00000102096.1","1700101O22Rik","lincRNA"
"61455","ENSMUSG00000112754.1","Gm9139","processed_pseudogene"
"61456","ENSMUSG00000112323.1","Gm32828","lincRNA"
"61457","ENSMUSG00000073233.4","Gm9144","processed_pseudogene"
"61458","ENSMUSG00000112615.1","Gm18337","processed_pseudogene"
"61459","ENSMUSG00000112465.1","Gm18387","processed_pseudogene"
"61460","ENSMUSG00000112006.1","Gm48633","lincRNA"
"61461","ENSMUSG00000020609.14","Apob","protein_coding"
"61462","ENSMUSG00000112694.1","Gm33037","antisense"
"61463","ENSMUSG00000037669.15","Ldah","protein_coding"
"61464","ENSMUSG00000112441.1","Gm48898","lincRNA"
"61465","ENSMUSG00000037660.5","Gdf7","protein_coding"
"61466","ENSMUSG00000020605.9","Hs1bp3","protein_coding"
"61467","ENSMUSG00000111889.1","Gm48071","antisense"
"61468","ENSMUSG00000112452.1","Gm48075","lincRNA"
"61470","ENSMUSG00000112657.1","BC106175","transcribed_processed_pseudogene"
"61471","ENSMUSG00000054364.5","Rhob","protein_coding"
"61472","ENSMUSG00000112276.1","5033421B08Rik","antisense"
"61473","ENSMUSG00000020600.13","Slc7a15","protein_coding"
"61474","ENSMUSG00000020594.14","Pum2","protein_coding"
"61475","ENSMUSG00000096940.1","Gm4755","bidirectional_promoter_lncRNA"
"61476","ENSMUSG00000020592.14","Sdc1","protein_coding"
"61477","ENSMUSG00000042976.6","9930038B18Rik","lincRNA"
"61478","ENSMUSG00000112891.1","Gm47391","lincRNA"
"61479","ENSMUSG00000020585.4","Laptm4a","protein_coding"
"61480","ENSMUSG00000020583.4","Matn3","protein_coding"
"61481","ENSMUSG00000066643.12","Wdr35","protein_coding"
"61482","ENSMUSG00000066637.2","Ttc32","protein_coding"
"61483","ENSMUSG00000113913.1","Gm46323","lincRNA"
"61484","ENSMUSG00000060647.2","Gm7099","processed_pseudogene"
"61485","ENSMUSG00000111989.1","Gm18696","processed_pseudogene"
"61486","ENSMUSG00000114000.1","Gm48762","lincRNA"
"61487","ENSMUSG00000112496.2","Gm48764","lincRNA"
"61488","ENSMUSG00000099360.1","1700022H16Rik","bidirectional_promoter_lncRNA"
"61489","ENSMUSG00000048387.8","Osr1","protein_coding"
"61491","ENSMUSG00000112043.1","Gm48774","processed_pseudogene"
"61492","ENSMUSG00000112787.1","Gm48790","lincRNA"
"61494","ENSMUSG00000111942.1","Gm5182","processed_pseudogene"
"61495","ENSMUSG00000111925.1","Gm48791","lincRNA"
"61497","ENSMUSG00000111917.1","Gm48793","processed_pseudogene"
"61498","ENSMUSG00000112377.1","Gm48794","processed_pseudogene"
"61499","ENSMUSG00000020622.17","Nt5c1b","protein_coding"
"61500","ENSMUSG00000020621.6","Rdh14","protein_coding"
"61501","ENSMUSG00000112792.1","Gm38407","lincRNA"
"61502","ENSMUSG00000112127.1","Gm48886","processed_pseudogene"
"61503","ENSMUSG00000112515.1","Gm4928","processed_pseudogene"
"61504","ENSMUSG00000066632.3","Pgk1-rs7","processed_pseudogene"
"61505","ENSMUSG00000111928.1","Gm48082","processed_pseudogene"
"61506","ENSMUSG00000113620.1","7420701I03Rik","lincRNA"
"61507","ENSMUSG00000043673.11","Kcns3","protein_coding"
"61508","ENSMUSG00000112298.1","Gm48088","processed_pseudogene"
"61509","ENSMUSG00000112041.1","9530020I12Rik","lincRNA"
"61510","ENSMUSG00000047002.2","Msgn1","protein_coding"
"61512","ENSMUSG00000051235.10","Gen1","protein_coding"
"61513","ENSMUSG00000020608.7","Smc6","protein_coding"
"61514","ENSMUSG00000098879.1","Mir7675","miRNA"
"61515","ENSMUSG00000054459.8","Vsnl1","protein_coding"
"61516","ENSMUSG00000097841.2","4930511A02Rik","lincRNA"
"61517","ENSMUSG00000086022.1","Rad51ap2","protein_coding"
"61518","ENSMUSG00000113787.1","Gm47807","processed_pseudogene"
"61519","ENSMUSG00000113226.1","Gm47808","processed_transcript"
"61520","ENSMUSG00000111974.1","Gm4803","processed_pseudogene"
"61524","ENSMUSG00000112413.1","Gm6867","processed_pseudogene"
"61525","ENSMUSG00000113013.1","Gm47833","lincRNA"
"61526","ENSMUSG00000113330.1","Gm34237","lincRNA"
"61527","ENSMUSG00000113275.1","Tubb2a-ps2","processed_pseudogene"
"61529","ENSMUSG00000078377.5","Gm4294","processed_pseudogene"
"61531","ENSMUSG00000020589.17","Fam49a","protein_coding"
"61532","ENSMUSG00000114136.1","4921511I17Rik","antisense"
"61536","ENSMUSG00000091430.1","Platr19","lincRNA"
"61537","ENSMUSG00000113363.1","Gm48187","lincRNA"
"61538","ENSMUSG00000097627.2","4930519A11Rik","lincRNA"
"61539","ENSMUSG00000113465.1","Gm40271","lincRNA"
"61540","ENSMUSG00000066629.2","Rpl36-ps3","processed_pseudogene"
"61541","ENSMUSG00000037169.15","Mycn","protein_coding"
"61542","ENSMUSG00000113953.1","Gm48201","processed_pseudogene"
"61543","ENSMUSG00000113220.1","Gm35208","lincRNA"
"61544","ENSMUSG00000113928.1","Gm48209","lincRNA"
"61545","ENSMUSG00000112988.1","Gm35298","lincRNA"
"61546","ENSMUSG00000113284.1","Gm48213","lincRNA"
"61547","ENSMUSG00000113937.1","Rpl21-ps2","processed_pseudogene"
"61549","ENSMUSG00000037149.10","Ddx1","protein_coding"
"61550","ENSMUSG00000020576.10","Nbas","protein_coding"
"61552","ENSMUSG00000113188.1","Gm35638","processed_pseudogene"
"61553","ENSMUSG00000071414.5","Gm6736","processed_pseudogene"
"61554","ENSMUSG00000113058.1","Gm48311","antisense"
"61557","ENSMUSG00000113666.1","Gm35725","lincRNA"
"61558","ENSMUSG00000113283.1","Gm35890","lincRNA"
"61559","ENSMUSG00000097973.1","Gm4929","processed_pseudogene"
"61560","ENSMUSG00000113855.1","Gm49374","processed_pseudogene"
"61561","ENSMUSG00000113863.1","Gm7126","processed_pseudogene"
"61562","ENSMUSG00000113397.1","Gm9194","processed_pseudogene"
"61563","ENSMUSG00000113522.1","Gm48479","lincRNA"
"61564","ENSMUSG00000114026.1","Gm48480","lincRNA"
"61566","ENSMUSG00000020607.7","Fam84a","protein_coding"
"61567","ENSMUSG00000113336.1","Gm16497","lincRNA"
"61568","ENSMUSG00000113961.1","Gm48498","processed_pseudogene"
"61569","ENSMUSG00000050974.4","Gm9847","processed_pseudogene"
"61573","ENSMUSG00000114066.1","Gm9202","processed_pseudogene"
"61574","ENSMUSG00000113644.1","4930448C13Rik","lincRNA"
"61575","ENSMUSG00000099215.1","Gm27682","miRNA"
"61576","ENSMUSG00000113285.1","Gm36128","transcribed_processed_pseudogene"
"61577","ENSMUSG00000114124.1","Gm19084","processed_pseudogene"
"61578","ENSMUSG00000113734.1","Gm48539","lincRNA"
"61579","ENSMUSG00000113069.1","Gm48541","processed_pseudogene"
"61580","ENSMUSG00000113339.1","Gm17915","processed_pseudogene"
"61581","ENSMUSG00000098158.2","Gm4804","transcribed_processed_pseudogene"
"61582","ENSMUSG00000020601.8","Trib2","protein_coding"
"61583","ENSMUSG00000098480.1","Mir6387","miRNA"
"61584","ENSMUSG00000097580.1","Gm5432","bidirectional_promoter_lncRNA"
"61585","ENSMUSG00000113629.1","Gm48558","lincRNA"
"61586","ENSMUSG00000113222.1","Gm48557","processed_pseudogene"
"61587","ENSMUSG00000113739.1","Gm48584","lincRNA"
"61588","ENSMUSG00000113930.1","Gm36235","lincRNA"
"61589","ENSMUSG00000113142.1","Gm18114","processed_pseudogene"
"61590","ENSMUSG00000113735.1","Gm48607","lincRNA"
"61591","ENSMUSG00000113975.1","Gm36372","lincRNA"
"61592","ENSMUSG00000113586.1","Gm48606","lincRNA"
"61593","ENSMUSG00000113892.1","Gm48605","lincRNA"
"61594","ENSMUSG00000020593.15","Lpin1","protein_coding"
"61595","ENSMUSG00000020591.11","Ntsr2","protein_coding"
"61596","ENSMUSG00000036523.16","Greb1","protein_coding"
"61597","ENSMUSG00000114049.1","Gm48140","antisense"
"61598","ENSMUSG00000105567.1","Gm44305","miRNA"
"61599","ENSMUSG00000113897.1","Gm48227","lincRNA"
"61600","ENSMUSG00000057469.8","E2f6","protein_coding"
"61601","ENSMUSG00000114018.1","Gm36495","lincRNA"
"61602","ENSMUSG00000020580.10","Rock2","protein_coding"
"61603","ENSMUSG00000113202.1","Gm48291","processed_pseudogene"
"61605","ENSMUSG00000045679.14","Pqlc3","protein_coding"
"61606","ENSMUSG00000071398.8","2410004P03Rik","protein_coding"
"61607","ENSMUSG00000113447.1","Gm48538","lincRNA"
"61608","ENSMUSG00000051726.6","Kcnf1","protein_coding"
"61609","ENSMUSG00000113368.1","Gm10054","processed_pseudogene"
"61610","ENSMUSG00000020571.12","Pdia6","protein_coding"
"61611","ENSMUSG00000020566.19","Atp6v1c2","protein_coding"
"61612","ENSMUSG00000114024.1","Gm46336","bidirectional_promoter_lncRNA"
"61613","ENSMUSG00000061458.9","Nol10","protein_coding"
"61614","ENSMUSG00000093037.1","Mir3066","miRNA"
"61615","ENSMUSG00000113246.1","Gm36752","lincRNA"
"61616","ENSMUSG00000011179.8","Odc1","protein_coding"
"61618","ENSMUSG00000113093.1","Gm36862","processed_transcript"
"61619","ENSMUSG00000113131.1","Gm48290","processed_pseudogene"
"61620","ENSMUSG00000114062.1","Gm48313","lincRNA"
"61622","ENSMUSG00000071379.2","Hpcal1","protein_coding"
"61623","ENSMUSG00000113294.1","Gm49326","unprocessed_pseudogene"
"61624","ENSMUSG00000113612.1","Gm48315","processed_pseudogene"
"61625","ENSMUSG00000113642.1","Gm49329","transcribed_unprocessed_pseudogene"
"61626","ENSMUSG00000114025.1","Gm49331","unprocessed_pseudogene"
"61628","ENSMUSG00000113536.1","Gm49327","transcribed_unprocessed_pseudogene"
"61629","ENSMUSG00000113556.1","Gm48317","unprocessed_pseudogene"
"61630","ENSMUSG00000113234.1","Gm49330","unprocessed_pseudogene"
"61631","ENSMUSG00000114040.1","Gm48319","unprocessed_pseudogene"
"61632","ENSMUSG00000113197.1","Gm48318","processed_pseudogene"
"61633","ENSMUSG00000113416.1","Gm49328","unprocessed_pseudogene"
"61634","ENSMUSG00000113048.1","Gm48347","unprocessed_pseudogene"
"61635","ENSMUSG00000113199.1","Gm9229","unprocessed_pseudogene"
"61636","ENSMUSG00000113155.1","Gm48354","processed_pseudogene"
"61637","ENSMUSG00000113360.1","Gm48355","unprocessed_pseudogene"
"61638","ENSMUSG00000073198.5","Bnip3l-ps","transcribed_processed_pseudogene"
"61639","ENSMUSG00000113736.1","Gm40879","unprocessed_pseudogene"
"61640","ENSMUSG00000113956.1","Gm19368","processed_pseudogene"
"61641","ENSMUSG00000112994.1","Gm46312","processed_pseudogene"
"61642","ENSMUSG00000113592.1","Gm7093","unprocessed_pseudogene"
"61643","ENSMUSG00000113132.1","Gm9231","processed_pseudogene"
"61644","ENSMUSG00000113402.1","Gm40848","processed_pseudogene"
"61645","ENSMUSG00000113436.1","Gm48392","processed_pseudogene"
"61646","ENSMUSG00000073197.9","5730507C01Rik","protein_coding"
"61647","ENSMUSG00000113604.1","Gm19786","unprocessed_pseudogene"
"61648","ENSMUSG00000113724.1","Gm48398","processed_pseudogene"
"61649","ENSMUSG00000113541.1","Gm48409","processed_pseudogene"
"61650","ENSMUSG00000116815.1","Gm49760","processed_pseudogene"
"61651","ENSMUSG00000113768.1","Gm9237","unprocessed_pseudogene"
"61652","ENSMUSG00000113705.1","Gm48411","processed_pseudogene"
"61653","ENSMUSG00000113377.1","Gm48446","processed_pseudogene"
"61654","ENSMUSG00000113646.1","Gm46313","unprocessed_pseudogene"
"61655","ENSMUSG00000113778.1","Gm40847","processed_transcript"
"61656","ENSMUSG00000112970.1","Gm49370","processed_pseudogene"
"61657","ENSMUSG00000113857.1","Gm46338","unprocessed_pseudogene"
"61658","ENSMUSG00000116744.1","Gm49764","lincRNA"
"61659","ENSMUSG00000113809.1","Gm48472","processed_pseudogene"
"61660","ENSMUSG00000113040.1","Gm9249","unprocessed_pseudogene"
"61661","ENSMUSG00000113307.1","Gm48516","processed_pseudogene"
"61662","ENSMUSG00000114188.1","Gm40849","lincRNA"
"61663","ENSMUSG00000113992.1","Gm9158","unprocessed_pseudogene"
"61664","ENSMUSG00000114156.1","Gm48523","processed_pseudogene"
"61665","ENSMUSG00000113205.1","Gm48525","processed_pseudogene"
"61666","ENSMUSG00000113110.1","Gm48528","processed_pseudogene"
"61668","ENSMUSG00000073184.4","Gm10479","lincRNA"
"61669","ENSMUSG00000113408.1","Gm48540","processed_pseudogene"
"61671","ENSMUSG00000113814.1","Gm9255","unprocessed_pseudogene"
"61672","ENSMUSG00000112961.1","Gm48576","processed_pseudogene"
"61673","ENSMUSG00000093908.2","Gm5784","lincRNA"
"61674","ENSMUSG00000116705.1","Gm29737","lincRNA"
"61675","ENSMUSG00000116775.1","Gm49769","lincRNA"
"61676","ENSMUSG00000059229.7","Gm6802","transcribed_processed_pseudogene"
"61677","ENSMUSG00000114140.1","Gm6943","unprocessed_pseudogene"
"61678","ENSMUSG00000114158.1","Gm49372","processed_pseudogene"
"61679","ENSMUSG00000113300.1","Gm49371","lincRNA"
"61680","ENSMUSG00000114043.1","Gm48625","processed_pseudogene"
"61681","ENSMUSG00000113957.1","Gm9257","unprocessed_pseudogene"
"61682","ENSMUSG00000113714.1","Gm48635","processed_pseudogene"
"61683","ENSMUSG00000114164.1","Gm48636","processed_pseudogene"
"61684","ENSMUSG00000114002.1","Gm48637","processed_pseudogene"
"61685","ENSMUSG00000114173.1","Gm48638","processed_pseudogene"
"61686","ENSMUSG00000114096.1","Gm48641","processed_pseudogene"
"61687","ENSMUSG00000113332.1","Gm9259","unprocessed_pseudogene"
"61688","ENSMUSG00000113411.1","Gm48643","processed_pseudogene"
"61689","ENSMUSG00000113077.1","Gm49379","processed_pseudogene"
"61690","ENSMUSG00000077010.1","Gm22189","miRNA"
"61691","ENSMUSG00000113122.1","Gm48644","unprocessed_pseudogene"
"61692","ENSMUSG00000095470.1","Gm21863","protein_coding"
"61693","ENSMUSG00000112956.1","Gm48645","processed_pseudogene"
"61694","ENSMUSG00000113287.1","Gm40853","unprocessed_pseudogene"
"61695","ENSMUSG00000114100.1","Gm48647","processed_pseudogene"
"61696","ENSMUSG00000113901.1","Gm49381","processed_pseudogene"
"61697","ENSMUSG00000113039.1","Gm9265","unprocessed_pseudogene"
"61698","ENSMUSG00000113439.1","Gm49382","processed_pseudogene"
"61699","ENSMUSG00000116736.1","Gm49692","processed_transcript"
"61700","ENSMUSG00000113964.1","Gm48667","processed_pseudogene"
"61701","ENSMUSG00000113443.1","Gm48668","processed_pseudogene"
"61702","ENSMUSG00000114041.2","Gm9269","unprocessed_pseudogene"
"61703","ENSMUSG00000116774.1","Gm49690","unprocessed_pseudogene"
"61704","ENSMUSG00000116558.1","Gm49697","unprocessed_pseudogene"
"61705","ENSMUSG00000116715.1","Gm40881","unprocessed_pseudogene"
"61706","ENSMUSG00000112951.2","AC163633.1","unprocessed_pseudogene"
"61707","ENSMUSG00000113749.1","Mrto4-ps1","processed_pseudogene"
"61668.1","ENSMUSG00000073184.4","Gm10479","lincRNA"
"61709","ENSMUSG00000116537.1","Gm49698","lincRNA"
"61710","ENSMUSG00000113026.1","Gm48669","processed_pseudogene"
"61711","ENSMUSG00000113820.2","Gm4012","unprocessed_pseudogene"
"61712","ENSMUSG00000113293.1","Gm48688","processed_pseudogene"
"61713","ENSMUSG00000113157.2","Gm48693","processed_transcript"
"61714","ENSMUSG00000114129.1","Gm16476","processed_pseudogene"
"61715","ENSMUSG00000116883.1","Gm49700","lincRNA"
"61716","ENSMUSG00000116635.1","Gm49699","transcribed_unprocessed_pseudogene"
"61717","ENSMUSG00000099759.1","1700030C10Rik","processed_transcript"
"61718","ENSMUSG00000101813.1","Gm28503","transcribed_processed_pseudogene"
